round,client_id,reputation,malicious
1,0,0.8060729996039767,0
1,1,1.0,0
1,2,1.0,0
1,3,0.65,1
1,4,1.0,0
1,5,1.0,0
1,6,1.0,0
1,7,1.0,0
1,8,1.0,0
1,9,1.0,0
1,10,1.0,0
1,11,1.0,0
1,12,1.0,0
1,13,0.7339666237635194,1
1,14,1.0,0
1,15,1.0,0
1,16,0.65,1
1,17,1.0,1
1,18,1.0,0
1,19,1.0,0
2,0,0.8060729996039767,0
2,1,1.0,0
2,2,1.0,0
2,3,0.65,1
2,4,1.0,0
2,5,1.0,0
2,6,1.0,0
2,7,1.0,0
2,8,1.0,0
2,9,1.0,0
2,10,1.0,0
2,11,1.0,0
2,12,1.0,0
2,13,0.4770783054462876,1
2,14,1.0,0
2,15,1.0,0
2,16,0.42250000000000004,1
2,17,1.0,1
2,18,1.0,0
2,19,1.0,0
3,0,0.8060729996039767,0
3,1,1.0,0
3,2,1.0,0
3,3,0.47832015689663343,1
3,4,1.0,0
3,5,1.0,0
3,6,1.0,0
3,7,1.0,0
3,8,1.0,0
3,9,1.0,0
3,10,1.0,0
3,11,1.0,0
3,12,1.0,0
3,13,0.31010089854008693,1
3,14,1.0,0
3,15,1.0,0
3,16,0.42250000000000004,1
3,17,0.65,1
3,18,1.0,0
3,19,1.0,0
4,0,0.8060729996039767,0
4,1,1.0,0
4,2,1.0,0
4,3,0.3109081019828117,1
4,4,1.0,0
4,5,1.0,0
4,6,1.0,0
4,7,1.0,0
4,8,1.0,0
4,9,1.0,0
4,10,1.0,0
4,11,1.0,0
4,12,1.0,0
4,13,0.31010089854008693,1
4,14,1.0,0
4,15,1.0,0
4,16,0.27462500000000006,1
4,17,0.65,1
4,18,1.0,0
4,19,1.0,0
5,0,0.8157693496237779,0
5,1,1.0,0
5,2,1.0,0
5,3,0.3109081019828117,1
5,4,0.65,0
5,5,1.0,0
5,6,1.0,0
5,7,1.0,0
5,8,1.0,0
5,9,1.0,0
5,10,1.0,0
5,11,1.0,0
5,12,1.0,0
5,13,0.2015655840510565,1
5,14,1.0,0
5,15,1.0,0
5,16,0.27462500000000006,1
5,17,0.65,1
5,18,1.0,0
5,19,1.0,0
6,0,0.8157693496237779,0
6,1,1.0,0
6,2,1.0,0
6,3,0.20209026628882762,1
6,4,0.6675,0
6,5,1.0,0
6,6,1.0,0
6,7,1.0,0
6,8,1.0,0
6,9,1.0,0
6,10,1.0,0
6,11,1.0,0
6,12,1.0,0
6,13,0.13101762963318675,1
6,14,1.0,0
6,15,1.0,0
6,16,0.27462500000000006,1
6,17,0.65,1
6,18,1.0,0
6,19,1.0,0
7,0,0.824980882142589,0
7,1,1.0,0
7,2,1.0,0
7,3,0.13135867308773796,1
7,4,0.6675,0
7,5,1.0,0
7,6,1.0,0
7,7,1.0,0
7,8,1.0,0
7,9,0.65,0
7,10,1.0,0
7,11,1.0,0
7,12,1.0,0
7,13,0.13101762963318675,1
7,14,1.0,0
